Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohF C) / (rbohC C)	Abundance Ratio (log2): (rbohF C) / (rbohC C)	Abundance Ratio Adj. P-Value: (rbohF C) / (rbohC C)	Abundance Ratio P-Value: (rbohF C) / (rbohC C)	Abundances (Grouped): rbohC C	Abundances (Grouped): rbohF C	Abundances (Grouped) CV [%]: rbohC C	Abundances (Grouped) CV [%]: rbohF C	Abundances (Normalized): F1: Sample, rbohC C	Abundances (Normalized): F2: Sample, rbohC C	Abundances (Normalized): F3: Sample, rbohC C	Abundances (Normalized): F7: Sample, rbohF C	Abundances (Normalized): F8: Sample, rbohF C	Abundances (Normalized): F9: Sample, rbohF C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q9LVI6	ath:AT3G17840; Q8LD58; Q9LVI6	Probable inactive receptor kinase RLK902 OS=Arabidopsis thaliana OX=3702 GN=RLK902 PE=1 SV=1	149.737	810	20	17	2.235	1.16	0.00580295322816286	0.0007012641087214	35942298.4500042	80326547.3601265	55	45.69	24235961.2292484	35942298.4500042	70243922.8653042	42357080.7396675	80326547.3601265	114592567.659683	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SN35	ath:AT4G18800; Q9SN35	Ras-related protein RABA1d OS=Arabidopsis thaliana OX=3702 GN=RABA1D PE=1 SV=1	144.452	1157	15	7	0.421	-1.25	0.00589531891726718	0.000713608099102814	46362664.7779525	19539373.3264329	12.69	25.47	46362664.7779525	51406122.589149	39801892.7716731	19539373.3264329	18144670.1423514	28499522.4173904	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8LAS8	ath:AT2G41530; O22215; Q8LAS8	S-formylglutathione hydrolase OS=Arabidopsis thaliana OX=3702 GN=SFGH PE=1 SV=2	42.131	136	8	8	0.306	-1.71	0.00610021533223453	0.000741161945032154	16507182.3802544	5053770.75825548	13.46	7.76	19080576.9848199	16507182.3802544	14594787.8742762	5634495.47819997	4861950.03894445	5053770.75825548	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	16
F4JN13	F4JN13	Ankyrin repeat-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=AKR2 PE=1 SV=1	22.116	61	4	3	5.351	2.42	0.00629200310246613	0.000766040576206217	1077507.56208892	5766088.19404643	133.52	72.51	1077507.56208892	383758.308635696	7996104.36403492	1214948.66628423	8784420.27000939	5766088.19404643	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Not Found	High	High	Peak Found	Not Found	Peak Found	High	Peak Found	High	8
A0A1P8B4S3	A0A1P8B4S3	Histone acetyltransferase subunit NuA4-domain protein OS=Arabidopsis thaliana OX=3702 GN=At4g14385 PE=1 SV=1	14.423	49	3	3	0.176	-2.5	0.00638157579731117	0.00077790548539225	4089320.41724838	720486.820791098	39.92	102.66	1815229.70936142	4089320.41724838	4191926.70051512	2861120.43898803	364676.415407345	720486.820791098	High	High	High	High	High	Peak Found	High	Peak Found	Peak Found	High	Not Found	High	High	High	High	High	Peak Found	High	13
Q8GUP1	ath:AT1G17760; Q8GUP1; Q8LKG5; Q9FZ58	Cleavage stimulation factor subunit 77 OS=Arabidopsis thaliana OX=3702 GN=CSTF77 PE=1 SV=1	20.03	28	8	8	4.786	2.26	0.00641578253910695	0.000782396818086672	1628101.69976943	7791314.13056107	16.39	53.25	1829121.82058074	1449173.64987233		2724950.04545187	9630878.141614	7791314.13056107	High	Peak Found	Not Found	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	Peak Found	8
Q9ZU52	ath:AT2G01140; Q9ZU52	Fructose-bisphosphate aldolase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FBA3 PE=1 SV=1	106.028	679	12	10	1.956	0.97	0.00657591060473254	0.000811812331184214	63078898.4179658	123390260.109479	12.09	10.92	64824377.8157515	51521438.1861955	63078898.4179658	115536978.286149	123390260.109479	142537019.4902	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SSB7	ath:AT1G80240; Q9SSB7	At1g80240 OS=Arabidopsis thaliana OX=3702 GN=DGR1 PE=1 SV=1	233.012	1302	20	20	1.698	0.76	0.00670491093580081	0.000828073808120555	274698079.129793	466358785.801196	42.27	69.04	126165934.151547	320646633.240917	274698079.129793	480524704.770767	466358785.801196	68798307.8180828	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LF97	ath:AT3G52950; Q8L7L7; Q9LF97	CBS domain-containing protein CBSCBSPB3 OS=Arabidopsis thaliana OX=3702 GN=CBSCBSPB3 PE=1 SV=1	131.324	577	20	20	0.441	-1.18	0.00696447244383592	0.00086431927076025	49475468.236154	21812247.9781898	27.55	25.23	49475468.236154	47049302.760541	75551866.8965745	21812247.9781898	17660245.081064	29046479.734521	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q06588	ath:AT1G05010; Q06588; Q94K94; Q9S9K8	1-aminocyclopropane-1-carboxylate oxidase 4 OS=Arabidopsis thaliana OX=3702 GN=ACO4 PE=1 SV=2	60.023	214	9	6	7.378	2.88	0.00696447244383592	0.000864297949958681	125175.048974872	923483.156911982	88.66	16.42	488169.484358621	125175.048974872	110530.769980249	778022.543107848	1082719.0687928	923483.156911982	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	High	Peak Found	High	High	High	High	High	High	High	13
F4I6W7		Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g70740 PE=1 SV=1	34.676	149	8	6	4.494	2.17	0.00710101037183238	0.000881976026334552	1773559.79589016	7970341.30268728	18.75	13.72	1859513.32954809	1288918.85259512	1773559.79589016	7970341.30268728	8094512.88393744	6266888.89812467	High	High	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Not Found	High	High	Peak Found	Peak Found	9
Q9ZQI7	ath:AT2G13810; Q93ZH8; Q9ZQI7	Aminotransferase ALD1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ALD1 PE=1 SV=2	16.695	37	8	8	0.231	-2.11	0.00759104454252205	0.000948928128366999	8451252.09137505	1951042.16720015	33.68	73.46	4731185.98850809	9644224.18053401	8451252.09137505	1951042.16720015	645099.557244276	3732112.4403246	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	7
Q9LXL1	ath:AT3G43230; Q9LXL1	RING/FYVE/PHD-type zinc finger family protein OS=Arabidopsis thaliana OX=3702 GN=F7K15_80 PE=1 SV=1	10.395	12	3	3	0.177	-2.5	0.00779933894279266	0.000978093631139654	3450917.35347961	609670.610197727	18.95	20.53	2627806.85780185	3450917.35347961	3860774.96670757	602164.060373935	609670.610197727	850304.938592101	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	6
Q9SS61	A0A178V8N5; ath:AT3G03590; Q9SS61	At3g03590 OS=Arabidopsis thaliana OX=3702 GN=At3g03590 PE=1 SV=1	16.473	44	4	4	0.155	-2.69	0.00786908671138188	0.000989207030832828	2625157.72722203	406370.762641788	101.96	60.57	1057033.78667957	6519614.77451107		906870.420497888	406370.762641788	297082.690180845	High	High	Not Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	8
Q9C5U2	ath:AT5G35750; Q680Y4; Q8GUG0; Q9C5U2; Q9FKH3	Histidine kinase 2 OS=Arabidopsis thaliana OX=3702 GN=AHK2 PE=1 SV=1	24.358	53	6	4	0.175	-2.51	0.00792093771783083	0.000996122135934918	3958721.71113708	692985.683025402	41.03	88.82	2517225.26155661	5887756.83648657	3958721.71113708	2120532.96073173	692985.683025402	353537.824242342	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	High	Peak Found	Peak Found	8
P57720	ath:AT1G48850; P57720; Q570J9; Q93ZI3	Chorismate synthase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=EMB1144 PE=2 SV=2	58.643	266	10	10	2.485	1.31	0.00794711376488645	0.000999812317671545	12579558.6330627	31260907.1216335	11.77	19.28	11673774.0455128	12579558.6330627	14651901.1434674	24610082.0928994	31260907.1216335	36443240.849283	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9M8D3	A9Y5J1; ath:AT1G74260; F4HTW2; Q9M8D3	Probable phosphoribosylformylglycinamidine synthase, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g74260 PE=2 SV=3	35.222	63	9	9	4.712	2.24	0.00803875424883	0.00101174436964624	1550642.88357185	7307175.53191926	60	34.74	1550642.88357185	2868934.79854506	805342.309394747	7307175.53191926	4776768.89193553	9859311.10921805	High	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	High	High	Peak Found	High	High	High	13
Q9SZ30	ath:AT4G26900; O80330; Q8GX14; Q9SZ30	Imidazole glycerol phosphate synthase hisHF, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HISN4 PE=2 SV=1	58.518	231	12	12	2.718	1.44	0.00803985895408076	0.00101228638627893	7068695.67547953	19214628.8531327	26.92	7.36	7068695.67547953	4223691.02158614	7095108.62762104	21096207.33076	18272672.2156032	19214628.8531327	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4KIZ2	F4KIZ2	Casein kinase II subunit beta OS=Arabidopsis thaliana OX=3702 GN=CKB1 PE=1 SV=1	19.375	79	5	3	0.188	-2.41	0.00837084631896347	0.00105647792246755	3550598.13637294	667588.448373373	40.46	96.41	1843804.26764833	4462653.23472762	3550598.13637294	2587810.67938757	428208.74500756	667588.448373373	High	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	High	Peak Found	High	9
Q9LS01	ath:AT3G25780; Q9LS01	Allene oxide cyclase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AOC3 PE=2 SV=1	106.026	554	11	8	1.674	0.74	0.00870124819727191	0.00110166673080592	337464153.929708	564800825.54778	20.55	28.14	414714726.742046	337464153.929708	274347598.583954	493842953.143301	829993037.056921	564800825.54778	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O80925	ath:AT2G37550; O80925	ADP-ribosylation factor GTPase-activating protein AGD7 OS=Arabidopsis thaliana OX=3702 GN=AGD7 PE=1 SV=1	31.508	107	6	5	3.081	1.62	0.00885207127514876	0.00112342461373749	4324294.94432974	13323958.3333176	44.37	15.01	7237334.3014141	4324294.94432974	3024693.65885283	12064165.8706303	13323958.3333176	16121941.7162036	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	11
Q9FFZ7	ath:AT5G06200; Q9FFZ7	Casparian strip membrane protein 4 OS=Arabidopsis thaliana OX=3702 GN=CASP4 PE=1 SV=1	15.396	104	3	3	4.179	2.06	0.00893540645932374	0.00113444862721002	2099339.54866501	8773013.60409098	60.16	51.02	4376614.08887462	1361593.01677914	2099339.54866501	3904479.66468524	8773013.60409098	12406854.1800774	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q8S403	ath:AT3G23430; Q8S403; Q9LW54	Phosphate transporter PHO1 OS=Arabidopsis thaliana OX=3702 GN=PHO1 PE=1 SV=1	32.395	65	10	10	2.642	1.4	0.00912981301489466	0.0011600459121226	8091362.88537921	21380368.5472597	35.2	25.95	12454933.8679892	8091362.88537921	6329865.5883306	21380368.5472597	21389472.1258525	13025121.6685723	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	High	High	High	Peak Found	High	High	High	High	High	14
Q8VZJ9	ath:AT4G00330; O23069; Q8VZJ9	Calmodulin-binding receptor-like cytoplasmic kinase 2 OS=Arabidopsis thaliana OX=3702 GN=CRCK2 PE=2 SV=1	26.908	125	6	4	3.159	1.66	0.00938234993888618	0.0011926038516874	5290669.56755705	16710737.0020235	10.45	5.39	4431659.63236393	5290669.56755705	5388894.26803243	16710737.0020235	15437279.0754006	17141628.8508566	High	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	Peak Found	Peak Found	13
Q8RXF2	A0A178VJH0; ath:AT3G58030; Q8RXF2	At3g58030 OS=Arabidopsis thaliana OX=3702 GN=At3g58030 PE=1 SV=1	10.82	43	3	3	6.489	2.7	0.00987650228586653	0.0012598716012997	123218.271316741	799540.782222069	114	60.7	94086.397106549	123218.271316741	734786.492153309	799540.782222069	930977.828271525	198786.853209369	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	10
Q8GW64	ath:AT1G18440; Q8GW64; Q9LPQ9	Peptidyl-tRNA hydrolase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g18440 PE=2 SV=2	12.453	22	5	5	4.585	2.2	0.0100676610943839	0.00128476092157292	1658022.32261054	7602450.64917536	27.89	8.39	1585271.37775601	2552776.80073997	1658022.32261054	7287502.28845067	7602450.64917536	8547276.63306247	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	High	Peak Found	7
O82647	ath:AT4G33070; O82647; Q96535	Pyruvate decarboxylase 1 OS=Arabidopsis thaliana OX=3702 GN=PDC1 PE=2 SV=1	153.971	462	19	14	3.508	1.81	0.0102506888600006	0.00130863137318538	2927691.69639647	10270110.9452853	21.19	21.07	2927691.69639647	4034052.12191307	2773102.20109314	7539933.13154316	10270110.9452853	11589029.6364553	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	High	7
F4JHN2	ath:AT4G00820; F4JHN2; O23094; Q0WPW7	Protein IQ-DOMAIN 17 OS=Arabidopsis thaliana OX=3702 GN=IQD17 PE=1 SV=1	8.768	13	3	3	1.659	0.73	0.0103066771827527	0.00131629559729607	258178361.55451	428209330.88795	32.07	31.31	258178361.55451	311061715.969401	158011019.965427	346131562.376136	631110746.19853	428209330.88795	High	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	6
Q9C512	ath:AT1G51590; Q2V4H4; Q9C512	Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS1 OS=Arabidopsis thaliana OX=3702 GN=MNS1 PE=1 SV=1	112.718	540	20	18	2.171	1.12	0.0103290752894962	0.00131967384657039	28284367.5093819	61399287.2234015	13.75	40.9	32563794.5474184	24729856.0106612	28284367.5093819	28463468.8760123	61399287.2234015	69454719.9581001	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LHH7	ath:AT3G12290; Q8LEA3; Q9LHH7	Bifunctional protein FolD 2 OS=Arabidopsis thaliana OX=3702 GN=FOLD2 PE=2 SV=1	129.012	441	14	14	2.299	1.2	0.0109095241874071	0.00139984872536525	20488652.4596856	47097216.5118812	10.74	36.82	22083244.619287	20488652.4596856	17804935.3543674	27166913.9383047	59811252.2768121	47097216.5118812	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LI62	Q9LI62	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g30380 PE=1 SV=1	11.903	93	4	2	0.191	-2.39	0.0112286665229614	0.00144415141738641	3437240.96887462	657897.431422349	13.78	70.18	3608387.89793722	2757244.26957939	3437240.96887462	593941.39540816	657897.431422349	1902942.91528239	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	High	Peak Found	High	High	Peak Found	Peak Found	11
Q9M8S7	A2RVV3; ath:AT3G02860; Q9M8S7	Protein ABA AND ROS SENSITIVE 1 OS=Arabidopsis thaliana OX=3702 GN=ARS1 PE=1 SV=1	10.287	36	2	2	0.178	-2.49	0.0112286665229614	0.00144417614645476	771582.45551651	137619.465837068	20.46	41.4	771582.45551651	549713.209317195	826318.749569693	137619.465837068	86894.4869075397	205064.441358311	High	Peak Found	High	High	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	10
Q43873	ath:AT5G67400; Q43873	Peroxidase 73 OS=Arabidopsis thaliana OX=3702 GN=PER73 PE=1 SV=1	136.065	791	17	14	2.151	1.1	0.011348975676555	0.00146135624846222	37716347.8620541	81122741.7246131	27.24	14.74	37716347.8620541	23946114.0019832	41930040.6310541	80228465.5624999	81122741.7246131	103165780.14485	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q39243	ath:AT4G35460; Q39243; Q84W20; Q9SVW9	Thioredoxin reductase 1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=NTR1 PE=1 SV=3	50.95	266	7	2	0.185	-2.44	0.0115668172992836	0.00149056625113819	1913964.10837768	353248.08895874	3.22	116.74	1865437.61717626	1988452.7369545	1913964.10837768	353248.08895874	262932.553287405	2214294.75145653	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	Peak Found	High	High	Peak Found	9
A0A1P8B4A4	A0A1P8B4A4	P-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=VIIIB PE=3 SV=1	23.401	106	6	2	6.783	2.76	0.0119633960228644	0.00154646876562414	179402.590463581	1216972.54555888		94.49			179402.590463581	542796.675029678	2728502.66918657		Not Found	Not Found	Peak Found	High	High	Not Found	High	Peak Found	High	Not Found	Not Found	Not Found	High	High	Peak Found	High	Peak Found	Peak Found	7
Q9SJD4	ath:AT2G04350; Q940V0; Q9SJD4	Long chain acyl-CoA synthetase 8 OS=Arabidopsis thaliana OX=3702 GN=LACS8 PE=1 SV=1	227.113	1405	29	27	0.516	-0.95	0.0132432966914671	0.00172187417260616	127038201.643147	65561228.3412362	17.18	12.85	120222974.734249	164005566.363313	127038201.643147	65561228.3412362	81005472.9886594	65070353.3208421	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LFL2	ath:AT5G16890; Q9LFL2	Exostosin family protein OS=Arabidopsis thaliana OX=3702 GN=At5g16890 PE=1 SV=1	54.348	237	15	15	0.352	-1.51	0.0137381501269889	0.00178929108406023	18551800.6702802	6527811.40254929	31.14	6.38	18551800.6702802	25358193.3061861	13483817.2445218	6527811.40254929	6208672.85484833	7042691.52449705	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O49447	ath:AT4G28390; O49447; Q8L9Y1	ADP,ATP carrier protein 3, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=AAC3 PE=1 SV=1	119.983	3373	17	5	0.2	-2.32	0.0137398516636457	0.00179125628675969	3543070.98030366	710024.858597245	23.01	47.05	3543070.98030366	3026903.28983066	4716309.34907734	647239.236943359	1435287.55947766	710024.858597245	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	High	High	High	Peak Found	9
Q9SXC0	ath:AT1G59960; Q9SXC0	NAD(P)-linked oxidoreductase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g59960 PE=1 SV=1	19.709	66	7	6	2.543	1.35	0.0137990287691796	0.00179966281677135	7535775.64116735	19160619.6810644	21.83	36.8	7535775.64116735	9969759.00764564	6570376.22384549	21368106.5868794	9752617.54433858	19160619.6810644	High	Peak Found	Peak Found	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	Peak Found	14
F4IEC7	F4IEC7	CTC-interacting domain 11 OS=Arabidopsis thaliana OX=3702 GN=CID11 PE=1 SV=1	27.513	121	5	2	4.84	2.27	0.013986757659657	0.00182554844096772	1401382.21553142	6782055.74668665	15.45	9.35	1200898.08818423	1637114.70424424	1401382.21553142	6066513.83168986	6782055.74668665	7318777.71714311	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	8
O48809	ath:AT1G62440; F4HYS8; O48809	Leucine-rich repeat extensin-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=LRX2 PE=1 SV=1	56.635	208	12	9	2.408	1.27	0.0140300510136792	0.00183401198153854	8797558.72735228	21188313.591467	45.91	34.48	14560951.7797806	8797558.72735228	5783154.69573964	21188313.591467	25830267.1375337	12387598.4546966	High	Peak Found	High	High	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	High	15
Q9SRT4	ath:AT3G07320; Q9SRT4	Glucan endo-1,3-beta-D-glucosidase OS=Arabidopsis thaliana OX=3702 GN=F21O3.3 PE=1 SV=1	70.471	330	11	11	2.506	1.33	0.0140788018141625	0.00184109036805924	9249722.73433727	23180420.4241892	29.39	4.49	14047773.4933711	9249722.73433727	8268147.49423078	21802323.6436314	23818932.4317989	23180420.4241892	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4I7X1	ath:AT1G41830; F4I7X1	SKU5-similar 6 OS=Arabidopsis thaliana OX=3702 GN=SKS6 PE=1 SV=1	154.016	819	20	13	1.873	0.91	0.0141041714222271	0.00184511490211081	104840548.92698	196408552.509433	29.8	21.69	167011006.99418	104840548.92698	101041740.432088	180442192.656642	267998727.58379	196408552.509433	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SYB8	A0A178W178; ath:AT1G51160; Q9SYB8	Trafficking protein particle complex subunit OS=Arabidopsis thaliana OX=3702 GN=F11M15.2 PE=1 SV=1	42.534	248	6	6	0.457	-1.13	0.0145577445457809	0.00190737026929333	42989748.5767549	19631317.8369899	19.61	39.75	47499746.036944	42989748.5767549	31943580.5507629	31611295.9460948	14628613.6885231	19631317.8369899	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4HTY0	A0A178WMS0; ath:AT1G80500; F4HTY0	SNARE-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g80500 PE=1 SV=1	48.469	341	6	6	0.464	-1.11	0.0147309322194332	0.00193079984731681	48332906.3167165	22450477.7003868	32.26	48.86	55822895.5620703	48332906.3167165	28279520.7877412	39289070.4523296	14906381.0869916	22450477.7003868	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9C5M5	ath:AT1G27000; Q9C5M5	At1g27000/T7N9_6 OS=Arabidopsis thaliana OX=3702 GN=At1g27000 PE=1 SV=1	15.707	30	7	7	7.086	2.82	0.0148782380744898	0.00195383608616928	338960.881500649	2401840.7103609	93.69	36.32	1025605.70988217	338960.881500649	132534.568644104	4272773.75884652	2356663.37072703	2401840.7103609	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	7
F4JSQ2	F4JSQ2	UDP-N-acetylglucosamine (UAA) transporter family OS=Arabidopsis thaliana OX=3702 GN=UTr7 PE=4 SV=1	8.886	38	2	2	0.191	-2.39	0.0149349493503834	0.00196352925397503	2681104.5431652	512417.927509099	35.44	34.34	2681104.5431652	3084540.03546041	1448771.25251817	512417.927509099	404579.376622946	782196.547899362	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	9
Q9LU46	ath:AT5G51280; Q0WWH1; Q9LU46	DEAD-box ATP-dependent RNA helicase 35 OS=Arabidopsis thaliana OX=3702 GN=RH35 PE=2 SV=1	186.807	915	31	31	1.732	0.79	0.0150241458408937	0.0019775006151812	146335135.085113	253396574.054566	13.84	10.7	146335135.085113	114954072.900148	148969703.781379	253396574.054566	216645801.822355	267633891.317086	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4IC87	F4IC87	Kinesin-like protein OS=Arabidopsis thaliana OX=3702 GN=ARK3 PE=1 SV=1	25.381	101	8	6	4.841	2.28	0.0150241458408937	0.00197751526129952	886553.992017229	4291652.01620066	75.17	77.99	886553.992017229	2873645.97624846	855192.92351804	1721660.51669375	9742572.85766335	4291652.01620066	High	High	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	High	High	11
Q9C5H9	ath:AT5G17410; F4KGZ8; Q9C5H9; Q9LF43	Gamma-tubulin complex component 2 OS=Arabidopsis thaliana OX=3702 GN=GCP2 PE=1 SV=1	139.671	753	25	25	0.482	-1.05	0.0155689564841029	0.00205234602542181	65821575.7686881	31699242.707127	19.96	14.53	47529843.9923113	70801547.2502582	65821575.7686881	31252511.5015459	31699242.707127	40111112.2653241	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1P8AUR0	A0A1P8AUR0	Exocyst complex component SEC5 OS=Arabidopsis thaliana OX=3702 GN=SEC5B PE=1 SV=1	284.883	1612	47	28	0.47	-1.09	0.0156732962705042	0.00206924276359621	73459098.6594871	34539230.0349335	17.61	12.79	73459098.6594871	88021166.6934109	61863938.7953964	34539230.0349335	31464799.9866519	40391823.5811278	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P13645	hsa:3858; P13645; Q14664; Q8N175	Keratin, type I cytoskeletal 10 (Contact-Cont) OS=Homo sapiens GN=KRT10 PE=1 SV=6	579.857	5742	43	37	1.616	0.69	0.0164107417635235	0.00217236073367078	3422656014.02238	5530122442.52746	10.81	37.85	3968829639.52856	3422656014.02238	3231102329.77625	3900988342.55382	8331174337.2266	5530122442.52746	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SS86	ath:AT3G01760; Q9SGJ3; Q9SS86	Lysine histidine transporter-like 4 OS=Arabidopsis thaliana OX=3702 GN=At3g01760 PE=3 SV=2	31.59	81	6	6	4.519	2.18	0.0165744635287384	0.0021956948076014	1369106.60473954	6186553.5009605	13.96	29.76	1369106.60473954	1158324.72841798	1535490.82441456	3825735.75310572	6186553.5009605	7124289.76850074	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	15
